Site	Sample depth	Age	Mg/Ca	Mg/Ca adj.	Taxa	Paleodepth	Reference	
ODP1171	158.500	13.605	1.66	1.83	Cibicidoides mundulus	1879	ShevenellKennettOthers08
ODP1171	158.700	13.612	1.63	1.79	Cibicidoides mundulus	1879	ShevenellKennettOthers08
ODP0761		13.617	2.28	2.30	Oridorsalis umbonatus	2229	LearMawbeyRosenthal10
ODP1171	158.900	13.620	1.51	1.66	Cibicidoides mundulus	1878	ShevenellKennettOthers08
DSDP573	203.330	13.622	1.56	2.29	Cibicidoides wuellerstorfi	4017	LearElderfieldOthers00
ODP1171	159.100	13.627	1.58	1.74	Cibicidoides mundulus	1878	ShevenellKennettOthers08
ODP1171	159.300	13.634	1.79	1.99	Cibicidoides mundulus	1878	ShevenellKennettOthers08
ODP1171	159.500	13.641	1.71	1.89	Cibicidoides mundulus	1878	ShevenellKennettOthers08
ODP1171	159.700	13.648	1.47	1.61	Cibicidoides mundulus	1878	ShevenellKennettOthers08
ODP1171	159.900	13.658	1.60	1.76	Cibicidoides mundulus	1878	ShevenellKennettOthers08
ODP0926	295.280	13.660	1.38	1.74	Cibicidoides mundulus	3643	LearRosenthalWright03
ODP0926	295.280	13.660	1.24	1.74	Cibicidoides wuellerstorfi	3643	LearRosenthalWright03
ODP1171	160.100	13.668	1.45	1.58	Cibicidoides mundulus	1878	ShevenellKennettOthers08
ODP1171	160.300	13.678	1.41	1.53	Cibicidoides mundulus	1877	ShevenellKennettOthers08
ODP1171	160.500	13.688	1.47	1.60	Cibicidoides mundulus	1877	ShevenellKennettOthers08
ODP1171	160.700	13.697	1.58	1.74	Cibicidoides mundulus	1877	ShevenellKennettOthers08
ODP0747		13.699	2.21	2.48	Cibicidoides mundulus	1716	BillupsSchrag02
ODP1171	160.900	13.707	1.32	1.42	Cibicidoides mundulus	1877	ShevenellKennettOthers08
ODP0761		13.716	2.41	2.43	Oridorsalis umbonatus	2229	LearMawbeyRosenthal10
ODP1171	161.100	13.717	1.68	1.85	Cibicidoides mundulus	1877	ShevenellKennettOthers08
ODP1171	161.300	13.727	1.71	1.89	Cibicidoides mundulus	1877	ShevenellKennettOthers08
ODP1171	161.700	13.752	1.68	1.86	Cibicidoides mundulus	1876	ShevenellKennettOthers08
ODP0761		13.755	2.47	2.49	Oridorsalis umbonatus	2229	LearMawbeyRosenthal10
ODP1171	161.900	13.767	1.49	1.63	Cibicidoides mundulus	1876	ShevenellKennettOthers08
ODP0761		13.775	2.39	2.41	Oridorsalis umbonatus	2229	LearMawbeyRosenthal10
ODP1171	162.100	13.781	1.60	1.76	Cibicidoides mundulus	1875	ShevenellKennettOthers08
ODP0761		13.794	2.43	2.45	Oridorsalis umbonatus	2230	LearMawbeyRosenthal10
ODP1171	162.300	13.795	1.56	1.72	Cibicidoides mundulus	1875	ShevenellKennettOthers08
ODP0926	298.180	13.801	1.67	1.86	Oridorsalis umbonatus	3643	LearRosenthalWright03
ODP1171	162.500	13.809	1.54	1.69	Cibicidoides mundulus	1875	ShevenellKennettOthers08
ODP0761		13.813	2.42	2.44	Oridorsalis umbonatus	2230	LearMawbeyRosenthal10
ODP1171	162.700	13.824	1.73	1.92	Cibicidoides mundulus	1874	ShevenellKennettOthers08
ODP0926	298.790	13.840	1.36	1.55	Oridorsalis umbonatus	3643	LearRosenthalWright03
ODP0926	298.790	13.840	1.20	1.52	Cibicidoides mundulus	3643	LearRosenthalWright03
ODP1171	163.300	13.867	1.67	1.84	Cibicidoides mundulus	1873	ShevenellKennettOthers08
ODP1171	163.500	13.881	1.61	1.77	Cibicidoides mundulus	1873	ShevenellKennettOthers08
ODP1171	163.700	13.896	1.58	1.74	Cibicidoides mundulus	1873	ShevenellKennettOthers08
ODP1171	163.900	13.909	1.64	1.81	Cibicidoides mundulus	1872	ShevenellKennettOthers08
ODP0761		13.910	2.43	2.45	Oridorsalis umbonatus	2230	LearMawbeyRosenthal10
ODP1171	164.100	13.924	1.64	1.81	Cibicidoides mundulus	1872	ShevenellKennettOthers08
ODP0747		13.933	2.44	2.75	Cibicidoides mundulus	1716	BillupsSchrag02
ODP1171	164.300	13.938	1.60	1.76	Cibicidoides mundulus	1871	ShevenellKennettOthers08
ODP1171	164.500	13.953	1.52	1.67	Cibicidoides mundulus	1871	ShevenellKennettOthers08
ODP1171	164.700	13.967	1.67	1.85	Cibicidoides mundulus	1871	ShevenellKennettOthers08
ODP1171	164.900	13.981	1.71	1.90	Cibicidoides mundulus	1870	ShevenellKennettOthers08
ODP1171	165.100	13.995	1.68	1.85	Cibicidoides mundulus	1870	ShevenellKennettOthers08
ODP1171	165.300	14.010	1.64	1.81	Cibicidoides mundulus	1870	ShevenellKennettOthers08
ODP1171	165.500	14.024	1.59	1.75	Cibicidoides mundulus	1869	ShevenellKennettOthers08
ODP1171	165.700	14.038	1.78	1.97	Cibicidoides mundulus	1869	ShevenellKennettOthers08
ODP1171	165.900	14.052	1.77	1.96	Cibicidoides mundulus	1869	ShevenellKennettOthers08
ODP1171	166.100	14.067	1.67	1.84	Cibicidoides mundulus	1868	ShevenellKennettOthers08
ODP1171	166.300	14.081	1.62	1.79	Cibicidoides mundulus	1868	ShevenellKennettOthers08
DSDP573	214.650	14.086	1.40	1.83	Cibicidoides mundulus	4007	LearElderfieldOthers00
ODP1171	166.500	14.095	1.90	2.12	Cibicidoides mundulus	1868	ShevenellKennettOthers08
ODP1171	166.700	14.110	1.61	1.77	Cibicidoides mundulus	1867	ShevenellKennettOthers08
ODP1171	166.900	14.124	1.59	1.75	Cibicidoides mundulus	1867	ShevenellKennettOthers08
ODP1171	167.100	14.139	1.92	2.14	Cibicidoides mundulus	1867	ShevenellKennettOthers08
ODP1171	167.300	14.152	1.76	1.95	Cibicidoides mundulus	1866	ShevenellKennettOthers08
ODP0761		14.153	2.32	2.34	Oridorsalis umbonatus	2231	LearMawbeyRosenthal10
ODP1171	167.700	14.181	1.66	1.83	Cibicidoides mundulus	1866	ShevenellKennettOthers08
ODP0747		14.189	2.62	2.97	Cibicidoides mundulus	1716	BillupsSchrag02
ODP1171	167.900	14.196	1.73	1.92	Cibicidoides mundulus	1865	ShevenellKennettOthers08
ODP1171	168.100	14.208	1.55	1.70	Cibicidoides mundulus	1865	ShevenellKennettOthers08
ODP1171	168.300	14.222	1.78	1.97	Cibicidoides mundulus	1865	ShevenellKennettOthers08
ODP1171	168.500	14.235	1.70	1.88	Cibicidoides mundulus	1864	ShevenellKennettOthers08
ODP1171	168.900	14.261	1.57	1.72	Cibicidoides mundulus	1864	ShevenellKennettOthers08
ODP1171	169.100	14.274	1.77	1.96	Cibicidoides mundulus	1863	ShevenellKennettOthers08
ODP1171	169.300	14.288	1.55	1.70	Cibicidoides mundulus	1863	ShevenellKennettOthers08
ODP0761		14.293	2.49	2.51	Oridorsalis umbonatus	2231	LearMawbeyRosenthal10
ODP1171	169.500	14.301	1.85	2.06	Cibicidoides mundulus	1863	ShevenellKennettOthers08
ODP0761		14.311	2.68	2.70	Oridorsalis umbonatus	2231	LearMawbeyRosenthal10
ODP0926	307.180	14.322	1.93	2.12	Oridorsalis umbonatus	3642	LearRosenthalWright03
ODP1171	169.900	14.327	1.93	2.15	Cibicidoides mundulus	1862	ShevenellKennettOthers08
ODP1171	170.100	14.340	1.61	1.77	Cibicidoides mundulus	1862	ShevenellKennettOthers08
ODP1171	170.300	14.354	1.77	1.96	Cibicidoides mundulus	1862	ShevenellKennettOthers08
ODP0761		14.367	2.18	2.20	Oridorsalis umbonatus	2231	LearMawbeyRosenthal10
ODP1171	170.700	14.379	1.72	1.90	Cibicidoides mundulus	1861	ShevenellKennettOthers08
ODP0761		14.384	2.55	2.57	Oridorsalis umbonatus	2232	LearMawbeyRosenthal10
ODP1171	170.900	14.393	1.49	1.63	Cibicidoides mundulus	1861	ShevenellKennettOthers08
ODP1171	171.100	14.406	1.45	1.58	Cibicidoides mundulus	1860	ShevenellKennettOthers08
ODP1171	171.300	14.419	1.66	1.83	Cibicidoides mundulus	1860	ShevenellKennettOthers08
ODP0761		14.419	2.72	2.74	Oridorsalis umbonatus	2232	LearMawbeyRosenthal10
ODP0747		14.432	2.05	2.29	Cibicidoides mundulus	1716	BillupsSchrag02
ODP1171	171.500	14.432	1.88	2.09	Cibicidoides mundulus	1860	ShevenellKennettOthers08
ODP1171	171.700	14.445	1.70	1.88	Cibicidoides mundulus	1859	ShevenellKennettOthers08
ODP1171	171.900	14.459	1.96	2.19	Cibicidoides mundulus	1859	ShevenellKennettOthers08
ODP0761		14.470	2.32	2.34	Oridorsalis umbonatus	2232	LearMawbeyRosenthal10
ODP1171	172.100	14.471	1.52	1.67	Cibicidoides mundulus	1859	ShevenellKennettOthers08
ODP0747		14.478	2.05	2.29	Cibicidoides mundulus	1716	BillupsSchrag02
DSDP573	223.980	14.480	1.41	1.84	Cibicidoides mundulus	3998	LearElderfieldOthers00
DSDP573	223.980	14.480	1.70	2.48	Cibicidoides wuellerstorfi	3998	LearElderfieldOthers00
ODP1171	172.300	14.485	1.85	2.06	Cibicidoides mundulus	1858	ShevenellKennettOthers08
ODP1171	172.500	14.498	1.94	2.16	Cibicidoides mundulus	1858	ShevenellKennettOthers08
ODP0761		14.504	2.51	2.53	Oridorsalis umbonatus	2232	LearMawbeyRosenthal10
ODP1171	172.900	14.524	1.86	2.07	Cibicidoides mundulus	1857	ShevenellKennettOthers08
ODP1171	173.100	14.537	1.84	2.05	Cibicidoides mundulus	1857	ShevenellKennettOthers08
ODP0761		14.538	2.44	2.46	Oridorsalis umbonatus	2232	LearMawbeyRosenthal10
ODP1171	173.300	14.551	1.60	1.76	Cibicidoides mundulus	1857	ShevenellKennettOthers08
ODP0761		14.554	2.51	2.53	Oridorsalis umbonatus	2232	LearMawbeyRosenthal10
ODP0757	86.400	14.561	2.12	2.35	Cibicidoides mundulus	1424	BillupsSchrag03
ODP1171	173.500	14.564	1.43	1.56	Cibicidoides mundulus	1857	ShevenellKennettOthers08
ODP0761		14.571	2.31	2.33	Oridorsalis umbonatus	2232	LearMawbeyRosenthal10
ODP0761		14.587	2.65	2.67	Oridorsalis umbonatus	2232	LearMawbeyRosenthal10
ODP0747		14.591	2.62	2.97	Cibicidoides mundulus	1716	BillupsSchrag02
ODP1171	173.900	14.592	1.59	1.75	Cibicidoides mundulus	1856	ShevenellKennettOthers08
ODP0761		14.604	2.49	2.51	Oridorsalis umbonatus	2232	LearMawbeyRosenthal10
ODP1171	174.100	14.608	1.80	2.00	Cibicidoides mundulus	1855	ShevenellKennettOthers08
ODP0761		14.620	2.47	2.49	Oridorsalis umbonatus	2232	LearMawbeyRosenthal10
ODP1171	174.300	14.624	1.59	1.75	Cibicidoides mundulus	1855	ShevenellKennettOthers08
ODP0761		14.637	2.53	2.55	Oridorsalis umbonatus	2232	LearMawbeyRosenthal10
ODP1171	174.500	14.639	1.55	1.70	Cibicidoides mundulus	1855	ShevenellKennettOthers08
ODP0761		14.653	2.63	2.65	Oridorsalis umbonatus	2232	LearMawbeyRosenthal10
ODP1171	174.700	14.656	1.42	1.54	Cibicidoides mundulus	1854	ShevenellKennettOthers08
ODP0761		14.669	2.61	2.63	Oridorsalis umbonatus	2232	LearMawbeyRosenthal10
ODP1171	174.900	14.672	1.72	1.90	Cibicidoides mundulus	1854	ShevenellKennettOthers08
ODP1171	175.100	14.688	1.63	1.80	Cibicidoides mundulus	1853	ShevenellKennettOthers08
ODP0761		14.701	2.55	2.57	Oridorsalis umbonatus	2233	LearMawbeyRosenthal10
ODP1171	175.300	14.703	1.81	2.01	Cibicidoides mundulus	1853	ShevenellKennettOthers08
ODP0761		14.717	2.41	2.43	Oridorsalis umbonatus	2233	LearMawbeyRosenthal10
ODP1171	175.500	14.719	1.59	1.74	Cibicidoides mundulus	1853	ShevenellKennettOthers08
ODP0761		14.733	2.32	2.34	Oridorsalis umbonatus	2233	LearMawbeyRosenthal10
ODP1171	175.700	14.735	1.61	1.77	Cibicidoides mundulus	1852	ShevenellKennettOthers08
ODP0761		14.749	2.55	2.57	Oridorsalis umbonatus	2233	LearMawbeyRosenthal10
ODP1171	175.900	14.752	1.84	2.05	Cibicidoides mundulus	1852	ShevenellKennettOthers08
ODP1171	176.100	14.767	1.53	1.67	Cibicidoides mundulus	1851	ShevenellKennettOthers08
ODP0926	315.180	14.768	2.00	2.19	Oridorsalis umbonatus	3641	LearRosenthalWright03
ODP0926	315.180	14.768	1.53	2.15	Cibicidoides wuellerstorfi	3641	LearRosenthalWright03
ODP0761		14.780	2.54	2.56	Oridorsalis umbonatus	2233	LearMawbeyRosenthal10
ODP1171	176.300	14.783	1.56	1.71	Cibicidoides mundulus	1851	ShevenellKennettOthers08
ODP0761		14.796	2.42	2.44	Oridorsalis umbonatus	2233	LearMawbeyRosenthal10
ODP0761		14.812	2.41	2.43	Oridorsalis umbonatus	2233	LearMawbeyRosenthal10
ODP1171	176.700	14.815	1.63	1.79	Cibicidoides mundulus	1850	ShevenellKennettOthers08
ODP0761		14.827	2.09	2.11	Oridorsalis umbonatus	2233	LearMawbeyRosenthal10
ODP1171	176.900	14.829	1.81	2.01	Cibicidoides mundulus	1850	ShevenellKennettOthers08
ODP0761		14.842	2.39	2.41	Oridorsalis umbonatus	2233	LearMawbeyRosenthal10
ODP1171	177.100	14.845	1.46	1.58	Cibicidoides mundulus	1849	ShevenellKennettOthers08
ODP0761		14.858	2.40	2.42	Oridorsalis umbonatus	2233	LearMawbeyRosenthal10
ODP0761		14.873	2.40	2.42	Oridorsalis umbonatus	2233	LearMawbeyRosenthal10
ODP1171	177.500	14.874	1.84	2.05	Cibicidoides mundulus	1849	ShevenellKennettOthers08
ODP0761		14.888	2.33	2.35	Oridorsalis umbonatus	2233	LearMawbeyRosenthal10
ODP1171	177.700	14.889	2.01	2.25	Cibicidoides mundulus	1848	ShevenellKennettOthers08
ODP1171	177.900	14.908	2.02	2.26	Cibicidoides mundulus	1848	ShevenellKennettOthers08
ODP0747		14.922	2.00	2.23	Cibicidoides mundulus	1716	BillupsSchrag02
ODP1171	178.100	14.924	1.76	1.95	Cibicidoides mundulus	1847	ShevenellKennettOthers08
ODP0761		14.934	2.34	2.36	Oridorsalis umbonatus	2233	LearMawbeyRosenthal10
ODP1171	178.300	14.940	1.75	1.94	Cibicidoides mundulus	1847	ShevenellKennettOthers08
ODP1171	178.500	14.955	1.46	1.59	Cibicidoides mundulus	1847	ShevenellKennettOthers08
ODP1171	178.700	14.970	1.54	1.69	Cibicidoides mundulus	1846	ShevenellKennettOthers08
ODP0761		14.978	2.40	2.42	Oridorsalis umbonatus	2234	LearMawbeyRosenthal10
ODP1171	178.900	14.986	1.36	1.46	Cibicidoides mundulus	1846	ShevenellKennettOthers08
ODP1171	179.100	15.002	1.54	1.69	Cibicidoides mundulus	1845	ShevenellKennettOthers08
ODP1171	179.300	15.017	1.70	1.87	Cibicidoides mundulus	1845	ShevenellKennettOthers08
ODP0761		15.023	2.53	2.55	Oridorsalis umbonatus	2234	LearMawbeyRosenthal10
ODP1171	179.700	15.049	1.65	1.82	Cibicidoides mundulus	1844	ShevenellKennettOthers08
ODP1171	179.900	15.065	1.42	1.54	Cibicidoides mundulus	1844	ShevenellKennettOthers08
ODP0926	319.640	15.066	1.47	1.84	Cibicidoides mundulus	3640	LearRosenthalWright03
ODP0926	319.640	15.066	1.84	2.03	Oridorsalis umbonatus	3640	LearRosenthalWright03
ODP0761		15.066	2.35	2.37	Oridorsalis umbonatus	2234	LearMawbeyRosenthal10
ODP1171	180.100	15.080	1.50	1.63	Cibicidoides mundulus	1843	ShevenellKennettOthers08
ODP0761		15.081	2.37	2.39	Oridorsalis umbonatus	2234	LearMawbeyRosenthal10
ODP0761		15.095	2.65	2.67	Oridorsalis umbonatus	2234	LearMawbeyRosenthal10
ODP1171	180.300	15.095	1.48	1.62	Cibicidoides mundulus	1843	ShevenellKennettOthers08
ODP0761		15.109	2.34	2.36	Oridorsalis umbonatus	2234	LearMawbeyRosenthal10
ODP1171	180.500	15.111	1.53	1.68	Cibicidoides mundulus	1842	ShevenellKennettOthers08
ODP0761		15.124	2.38	2.40	Oridorsalis umbonatus	2234	LearMawbeyRosenthal10
ODP1171	180.700	15.127	1.43	1.55	Cibicidoides mundulus	1842	ShevenellKennettOthers08
ODP0761		15.180	2.63	2.65	Oridorsalis umbonatus	2234	LearMawbeyRosenthal10
ODP0761		15.208	2.74	2.76	Oridorsalis umbonatus	2234	LearMawbeyRosenthal10
ODP0761		15.222	2.58	2.60	Oridorsalis umbonatus	2234	LearMawbeyRosenthal10
ODP1171	182.200	15.235	1.74	1.92	Cibicidoides mundulus	1839	ShevenellKennettOthers08
ODP0761		15.236	2.46	2.48	Oridorsalis umbonatus	2234	LearMawbeyRosenthal10
ODP1171	182.400	15.247	1.68	1.85	Cibicidoides mundulus	1839	ShevenellKennettOthers08
ODP1171	182.600	15.263	1.85	2.06	Cibicidoides mundulus	1839	ShevenellKennettOthers08
ODP0761		15.264	2.45	2.47	Oridorsalis umbonatus	2234	LearMawbeyRosenthal10
ODP0747		15.267	2.57	2.91	Cibicidoides mundulus	1717	BillupsSchrag02
ODP1171	182.800	15.274	1.60	1.76	Cibicidoides mundulus	1838	ShevenellKennettOthers08
ODP0761		15.278	2.30	2.32	Oridorsalis umbonatus	2235	LearMawbeyRosenthal10
ODP1171	183.000	15.288	1.64	1.81	Cibicidoides mundulus	1838	ShevenellKennettOthers08
ODP0761		15.291	2.78	2.80	Oridorsalis umbonatus	2235	LearMawbeyRosenthal10
ODP1171	183.200	15.305	1.74	1.92	Cibicidoides mundulus	1838	ShevenellKennettOthers08
ODP1171	183.400	15.319	1.75	1.93	Cibicidoides mundulus	1837	ShevenellKennettOthers08
ODP1171	183.600	15.333	1.53	1.68	Cibicidoides mundulus	1837	ShevenellKennettOthers08
ODP1171	184.000	15.361	1.53	1.68	Cibicidoides mundulus	1836	ShevenellKennettOthers08
ODP1171	184.200	15.375	1.39	1.51	Cibicidoides mundulus	1836	ShevenellKennettOthers08
ODP1171	184.400	15.389	1.43	1.55	Cibicidoides mundulus	1835	ShevenellKennettOthers08
ODP0761		15.400	2.58	2.60	Oridorsalis umbonatus	2235	LearMawbeyRosenthal10
ODP0761		15.408	2.22	2.24	Oridorsalis umbonatus	2235	LearMawbeyRosenthal10
ODP0761		15.427	2.49	2.51	Oridorsalis umbonatus	2235	LearMawbeyRosenthal10
ODP0926	325.640	15.434	2.17	2.35	Oridorsalis umbonatus	3639	LearRosenthalWright03
ODP0926	325.640	15.434			Cibicidoides mundulus	3639	LearRosenthalWright03
ODP0761		15.440	2.40	2.42	Oridorsalis umbonatus	2235	LearMawbeyRosenthal10
ODP0761		15.454	2.53	2.55	Oridorsalis umbonatus	2235	LearMawbeyRosenthal10
ODP0761		15.480	2.55	2.57	Oridorsalis umbonatus	2235	LearMawbeyRosenthal10
ODP1171	186.000	15.501	1.38	1.49	Cibicidoides mundulus	1833	ShevenellKennettOthers08
ODP0761		15.507	2.99	3.01	Oridorsalis umbonatus	2235	LearMawbeyRosenthal10
ODP1171	186.200	15.514			Cibicidoides mundulus	1832	ShevenellKennettOthers08
ODP0761		15.520	2.29	2.31	Oridorsalis umbonatus	2235	LearMawbeyRosenthal10
ODP0761		15.533	2.41	2.43	Oridorsalis umbonatus	2235	LearMawbeyRosenthal10
ODP0761		15.541	2.69	2.71	Oridorsalis umbonatus	2235	LearMawbeyRosenthal10
ODP1171	186.600	15.543			Cibicidoides mundulus	1832	ShevenellKennettOthers08
ODP1171	186.800	15.557	1.72	1.90	Cibicidoides mundulus	1831	ShevenellKennettOthers08
ODP0761		15.560	2.22	2.24	Oridorsalis umbonatus	2235	LearMawbeyRosenthal10
ODP0747		15.566	2.28	2.56	Cibicidoides mundulus	1717	BillupsSchrag02
ODP1171	187.000	15.570	1.49	1.63	Cibicidoides mundulus	1831	ShevenellKennettOthers08
ODP1171	187.200	15.585	1.48	1.61	Cibicidoides mundulus	1830	ShevenellKennettOthers08
ODP1171	187.400	15.599	1.88	2.10	Cibicidoides mundulus	1830	ShevenellKennettOthers08
ODP0761		15.613	2.50	2.52	Oridorsalis umbonatus	2236	LearMawbeyRosenthal10
ODP0761		15.639	2.44	2.46	Oridorsalis umbonatus	2236	LearMawbeyRosenthal10
ODP1171	188.200	15.655	1.59	1.74	Cibicidoides mundulus	1829	ShevenellKennettOthers08
ODP0757	89.400	15.676	2.24	2.49	Cibicidoides mundulus	1399	BillupsSchrag03
ODP1171	188.600	15.682	1.51	1.65	Cibicidoides mundulus	1828	ShevenellKennettOthers08
ODP0761		15.692	2.63	2.65	Oridorsalis umbonatus	2236	LearMawbeyRosenthal10
ODP1171	188.800	15.696	1.69	1.87	Cibicidoides mundulus	1828	ShevenellKennettOthers08
ODP0761		15.705	2.51	2.53	Oridorsalis umbonatus	2236	LearMawbeyRosenthal10
ODP1171	189.000	15.711	1.82	2.01	Cibicidoides mundulus	1827	ShevenellKennettOthers08
ODP1171	189.200	15.725	1.70	1.88	Cibicidoides mundulus	1827	ShevenellKennettOthers08
ODP1171	189.400	15.738	1.72	1.89	Cibicidoides mundulus	1827	ShevenellKennettOthers08
ODP1171	189.800	15.765	1.44	1.56	Cibicidoides mundulus	1826	ShevenellKennettOthers08
ODP0761		15.772	2.02	2.04	Oridorsalis umbonatus	2236	LearMawbeyRosenthal10
ODP0761		15.785	2.49	2.51	Oridorsalis umbonatus	2236	LearMawbeyRosenthal10
ODP0761		15.799	2.33	2.35	Oridorsalis umbonatus	2236	LearMawbeyRosenthal10
ODP0761		15.807	2.48	2.50	Oridorsalis umbonatus	2236	LearMawbeyRosenthal10
ODP0761		15.852	2.44	2.46	Oridorsalis umbonatus	2236	LearMawbeyRosenthal10
ODP0761		15.866	2.50	2.52	Oridorsalis umbonatus	2236	LearMawbeyRosenthal10
ODP0747		15.875	2.18	2.44	Cibicidoides mundulus	1717	BillupsSchrag02
ODP1171	191.800	15.906	1.86	2.07	Cibicidoides mundulus	1822	ShevenellKennettOthers08
ODP0761		15.907	2.44	2.46	Oridorsalis umbonatus	2237	LearMawbeyRosenthal10
ODP1171	192.000	15.920	1.73	1.91	Cibicidoides mundulus	1822	ShevenellKennettOthers08
ODP0761		15.934	2.61	2.63	Oridorsalis umbonatus	2237	LearMawbeyRosenthal10
ODP1171	192.200	15.934	1.67	1.84	Cibicidoides mundulus	1822	ShevenellKennettOthers08
ODP1171	192.400	15.945	2.00	2.24	Cibicidoides mundulus	1821	ShevenellKennettOthers08
ODP1171	192.600	15.959	2.01	2.24	Cibicidoides mundulus	1821	ShevenellKennettOthers08
ODP0761		15.962	2.27	2.29	Oridorsalis umbonatus	2237	LearMawbeyRosenthal10
ODP0761		15.976	2.58	2.60	Oridorsalis umbonatus	2237	LearMawbeyRosenthal10
ODP1171	192.800	15.976	1.58	1.73	Cibicidoides mundulus	1820	ShevenellKennettOthers08
ODP1171	193.000	15.992	1.71	1.89	Cibicidoides mundulus	1820	ShevenellKennettOthers08
ODP0761		16.004	2.23	2.25	Oridorsalis umbonatus	2237	LearMawbeyRosenthal10
ODP0761		16.018	2.37	2.39	Oridorsalis umbonatus	2237	LearMawbeyRosenthal10
ODP1171	193.400	16.022	1.71	1.89	Cibicidoides mundulus	1819	ShevenellKennettOthers08
ODP1171	193.600	16.038	1.59	1.74	Cibicidoides mundulus	1819	ShevenellKennettOthers08
ODP1171	193.800	16.054	1.46	1.59	Cibicidoides mundulus	1818	ShevenellKennettOthers08
ODP0761		16.061	2.66	2.68	Oridorsalis umbonatus	2237	LearMawbeyRosenthal10
ODP1171	194.000	16.070	1.67	1.84	Cibicidoides mundulus	1818	ShevenellKennettOthers08
ODP0761		16.075	2.44	2.46	Oridorsalis umbonatus	2237	LearMawbeyRosenthal10
ODP1171	194.200	16.085	1.34	1.45	Cibicidoides mundulus	1818	ShevenellKennettOthers08
ODP1171	194.400	16.100	1.67	1.84	Cibicidoides mundulus	1817	ShevenellKennettOthers08
ODP0761		16.104	2.31	2.33	Oridorsalis umbonatus	2237	LearMawbeyRosenthal10
ODP1171	194.600	16.116	1.74	1.92	Cibicidoides mundulus	1817	ShevenellKennettOthers08
ODP0761		16.119	2.27	2.29	Oridorsalis umbonatus	2237	LearMawbeyRosenthal10
ODP1171	194.800	16.132	1.48	1.61	Cibicidoides mundulus	1816	ShevenellKennettOthers08
ODP1171	195.000	16.147	1.38	1.49	Cibicidoides mundulus	1816	ShevenellKennettOthers08
ODP0761		16.148	2.36	2.38	Oridorsalis umbonatus	2237	LearMawbeyRosenthal10
ODP1171	195.200	16.163	1.83	2.03	Cibicidoides mundulus	1815	ShevenellKennettOthers08
ODP0761		16.178	2.25	2.27	Oridorsalis umbonatus	2237	LearMawbeyRosenthal10
ODP1171	195.400	16.178	1.81	2.00	Cibicidoides mundulus	1815	ShevenellKennettOthers08
ODP0747		16.186	2.05	2.29	Cibicidoides mundulus	1717	BillupsSchrag02
ODP0761		16.193	2.47	2.49	Oridorsalis umbonatus	2238	LearMawbeyRosenthal10
ODP1171	195.600	16.194	1.63	1.79	Cibicidoides mundulus	1815	ShevenellKennettOthers08
ODP0761		16.208	2.41	2.43	Oridorsalis umbonatus	2238	LearMawbeyRosenthal10
ODP1171	195.800	16.209	1.80	2.00	Cibicidoides mundulus	1814	ShevenellKennettOthers08
ODP1171	196.000	16.225	1.82	2.01	Cibicidoides mundulus	1814	ShevenellKennettOthers08
ODP1171	196.200	16.241	1.67	1.84	Cibicidoides mundulus	1813	ShevenellKennettOthers08
ODP1171	196.600	16.268	1.98	2.21	Cibicidoides mundulus	1813	ShevenellKennettOthers08
ODP0761		16.270	2.83	2.85	Oridorsalis umbonatus	2238	LearMawbeyRosenthal10
ODP0761		16.286	2.58	2.60	Oridorsalis umbonatus	2238	LearMawbeyRosenthal10
ODP1171	196.800	16.287	1.88	2.09	Cibicidoides mundulus	1812	ShevenellKennettOthers08
ODP1171	197.000	16.302	1.97	2.20	Cibicidoides mundulus	1812	ShevenellKennettOthers08
ODP0761		16.317	2.22	2.24	Oridorsalis umbonatus	2238	LearMawbeyRosenthal10
ODP1171	197.200	16.318	1.76	1.94	Cibicidoides mundulus	1811	ShevenellKennettOthers08
ODP1171	197.300	16.326	1.90	2.12	Cibicidoides mundulus	1811	ShevenellKennettOthers08
ODP1171	197.400	16.332	2.10	2.35	Cibicidoides mundulus	1811	ShevenellKennettOthers08
ODP0761		16.333	2.38	2.40	Oridorsalis umbonatus	2238	LearMawbeyRosenthal10
ODP1171	197.500	16.339	1.74	1.92	Cibicidoides mundulus	1811	ShevenellKennettOthers08
ODP0747		16.352	2.00	2.23	Cibicidoides mundulus	1717	BillupsSchrag02
ODP1171	197.800	16.364	1.82	2.02	Cibicidoides mundulus	1810	ShevenellKennettOthers08
ODP0761		16.366	2.22	2.24	Oridorsalis umbonatus	2238	LearMawbeyRosenthal10
ODP1171	198.000	16.380	1.71	1.89	Cibicidoides mundulus	1810	ShevenellKennettOthers08
ODP0761		16.382	2.35	2.37	Oridorsalis umbonatus	2238	LearMawbeyRosenthal10
ODP1171	198.200	16.394	1.77	1.96	Cibicidoides mundulus	1809	ShevenellKennettOthers08
ODP0761		16.406	2.90	2.92	Oridorsalis umbonatus	2238	LearMawbeyRosenthal10
ODP1171	198.400	16.410	1.72	1.89	Cibicidoides mundulus	1809	ShevenellKennettOthers08
ODP0761		16.416	2.47	2.49	Oridorsalis umbonatus	2238	LearMawbeyRosenthal10
ODP0761		16.433	2.48	2.50	Oridorsalis umbonatus	2238	LearMawbeyRosenthal10
ODP0761		16.467	2.56	2.58	Oridorsalis umbonatus	2238	LearMawbeyRosenthal10
ODP0761		16.591	2.41	2.43	Oridorsalis umbonatus	2239	LearMawbeyRosenthal10
